17.9378,23.1781,1.60947,15.0138,23.6234,1.94651,18.6577,22.6157,1.55037
17.7623,24.2926,1.79163,14.5625,24.5856,2.0093,18.5707,23.6667,1.68371
17.673,25.2303,1.8601,14.0518,25.5177,2.07209,18.3557,24.6942,1.78398
17.4251,26.4281,1.99358,13.4836,26.4158,2.13488,18.1197,25.8384,1.93731
17.0719,27.4905,1.98784,12.8602,27.2765,2.19767,17.7988,26.9699,1.94282
16.5447,28.4252,1.94523,12.1839,28.0964,2.26046,17.4268,27.9776,1.95496
16.0063,29.4267,2.0661,11.4576,28.8723,2.32325,16.9472,28.932,2.07762
15.3116,30.4335,2.16109,10.684,29.601,2.38604,16.4094,29.8677,2.1425
14.8315,31.3372,2.26149,9.86618,30.2798,2.44883,15.8681,30.8024,2.1661
14.0478,32.0451,2.25442,9.0074,30.9059,2.51162,15.0797,31.5734,2.22063
13.3458,32.8416,2.39114,8.11102,31.4769,2.57441,14.3548,32.4456,2.32438
12.4691,33.4231,2.29801,7.18058,31.9905,2.6372,13.6716,32.9348,2.31032
11.8341,34.1856,2.34197,6.21974,32.4447,2.69999,13.1395,33.7104,2.31722
11.0145,34.8767,2.35298,5.2323,32.8378,2.76278,12.05,34.4699,2.34269
10.2364,35.6515,2.46915,4.22214,33.1681,2.82557,11.0158,35.3636,2.4409
9.42521,36.203,2.72806,3.19324,33.4343,2.88837,9.89956,36.0952,2.60379
8.21714,36.7518,2.79333,2.14966,33.6355,2.95116,8.73564,36.6546,2.73927
7.333,37.1622,2.85353,1.09552,33.7708,3.01395,7.51534,37.1075,2.83753
6.22338,37.338,2.97588,0.0349609,33.8397,3.07674,6.53026,37.2825,2.97545
5.0687,37.4717,2.94207,-1.02783,33.8419,3.13953,5.49662,37.4399,3.00705
4.14807,37.7057,3.05188,-2.08866,33.7774,3.20232,4.45926,37.569,3.06765
2.96902,37.6308,3.1028,-3.14335,33.6464,3.26511,3.40666,37.6221,3.08048
1.84342,37.5846,3.34871,-4.18775,33.4496,3.3279,2.34457,37.5506,3.27233
0.935369,37.113,3.51837,-5.21774,33.1876,3.39069,1.30854,37.0775,3.47569
0.0542162,36.8548,3.61268,-6.22926,32.8614,3.45348,0.338607,36.7897,3.54809
-0.919633,36.2624,3.63695,-7.21832,32.4725,3.51627,-0.613576,36.3059,3.59486
-1.69472,35.7217,3.74971,-8.18102,32.0222,3.57906,-1.5128,35.7339,3.72057
-2.50731,35.0175,3.67332,-9.11357,31.5125,3.64185,-2.38469,35.0952,3.72733
-3.43729,34.4235,3.71304,-10.0123,30.9452,3.70464,-3.24606,34.4714,3.76497
-4.3659,33.7497,3.74273,-10.8737,30.3226,3.76743,-4.04124,33.7398,3.80708
-5.32535,33.1712,3.76954,-11.6943,29.6472,3.83022,-4.89286,33.1946,3.79442
-6.01676,32.538,3.94211,-12.4709,28.9217,3.89302,-5.72481,32.5452,3.90643
-6.70679,31.7398,4.18481,-13.2004,28.1488,3.95581,-6.4422,31.7775,4.07772
-7.22868,30.6978,4.11355,-13.88,27.3317,4.0186,-6.99588,30.8423,4.14185
-7.83626,29.7462,4.24794,-14.507,26.4736,4.08139,-7.45992,29.7909,4.21472
-8.32908,29.0047,4.26459,-15.0789,25.5778,4.14418,-7.96169,28.9789,4.26112
-8.72587,27.9977,4.3354,-15.5935,24.6479,4.20697,-8.38967,28.0401,4.3332
-9.11467,26.936,4.43308,-16.0487,23.6875,4.26976,-8.72756,27.066,4.44398
-9.23,25.926,4.52429,-16.4428,22.7005,4.33255,-8.97119,26.0181,4.44685
-9.25568,24.8977,4.67222,-16.7741,21.6907,4.39534,-9.12698,24.9633,4.58726
-9.16925,23.8944,4.66626,-17.0414,20.662,4.45813,-9.17963,23.9084,4.67373
-9.279,22.7943,4.78462,-17.2437,19.6187,4.52092,-9.14334,22.8577,4.7579
-9.2719,21.7615,4.96293,-17.3801,18.5647,4.58371,-8.96782,21.8175,4.91362
-8.99951,20.7869,5.09383,-17.45,17.5042,4.6465,-8.60571,20.9642,5.08371
-8.44571,19.7506,5.0843,-17.4533,16.4414,4.70929,-8.21598,19.9303,5.12165
-7.97987,18.6248,4.97414,-17.3899,15.3805,4.77208,-7.72602,18.8119,5.08007
-7.68169,17.7064,5.02463,-17.2601,14.3257,4.83487,-7.36426,17.8292,5.05077
-7.26918,16.7001,5.00191,-17.0643,13.2811,4.89766,-6.97526,16.7916,5.00416
-7.02851,15.7791,4.99374,-16.8034,12.2508,4.96045,-6.77812,15.8541,4.99281
-6.55666,14.8745,4.93295,-16.4783,11.239,5.02324,-6.43611,14.8502,5.03811
-6.09326,13.9392,5.07059,-16.0903,10.2495,5.08603,-6.079,13.9196,5.12327
-5.78407,13.0128,5.08022,-15.6411,9.28633,5.14882,-5.69243,13.0011,5.10276
-5.13131,12.0894,5.10895,-15.1323,8.35325,5.21161,-5.25127,12.0314,5.12522
-4.50436,11.1416,5.04921,-14.5659,7.45394,5.2744,-4.76785,10.9966,5.10462
-4.25706,10.1729,5.0577,-13.9443,6.59193,5.33719,-4.41639,10.1135,5.1113
-3.99259,8.89501,5.0508,-13.2697,5.77064,5.39999,-3.93061,9.04482,5.06347
-3.70208,7.75754,4.99911,-12.545,4.99328,5.46278,-3.48904,7.94614,5.03996
-3.52737,6.80944,5.07809,-11.7729,4.26294,5.52557,-3.16627,6.99444,5.05269
-2.94409,5.88535,5.02206,-10.9565,3.58249,5.58836,-2.81053,5.98638,5.0337
-2.66935,4.85841,5.14997,-10.099,2.9546,5.65115,-2.39618,5.02922,5.13474
-2.16073,3.95523,5.20595,-9.20382,2.38176,5.71394,-1.96025,4.0968,5.14322
-1.43672,3.10442,5.42017,-8.27445,1.86621,5.77673,-1.32575,3.19791,5.34017
-0.750286,2.20862,5.29731,-7.31455,1.41001,5.83952,-0.729287,2.25571,5.32449
-0.203766,1.35106,5.24992,-6.32792,1.01493,5.90231,-0.200911,1.33172,5.28302
0.365035,0.50641,5.4937,-5.31844,0.682544,5.9651,0.479574,0.432696,5.36724
1.15949,-0.106705,5.66463,-4.2901,0.414155,6.02789,1.09437,-0.359351,5.42969
2.19161,-0.679546,5.73185,-3.24694,0.210824,6.09068,1.96088,-1.18318,5.48868
3.09852,-1.08059,5.73156,-2.19308,0.0733497,6.15347,2.77497,-1.92896,5.44111
4.19494,-1.8428,5.80888,-1.13267,0.00227566,6.21626,3.61882,-2.72465,5.54765
4.85707,-2.10668,5.97973,-0.0698872,-0.00211841,6.27905,4.26273,-3.24279,5.68319
